Timestamp,ECG Voltage (mV)
17:09,0.590001831166453
17:09,0.795092473905878
17:09,1.0111701153634864
17:09,1.2267899652078373
17:09,1.4225416590368065
17:09,1.5970518220106207
17:09,1.7547152536165538
17:09,1.8905878044314228
17:09,2.0041201245193188
17:09,2.1008057132393336
17:09,2.179088079106391
17:09,2.2373191723127634
17:09,2.2829152169932247
17:09,2.3243911371543673
17:09,2.3649514740889948
17:09,2.4071598608313494
17:09,2.4528474638344626
17:09,2.4985350668375754
17:09,2.5370811206738693
17:09,2.564548617469328
17:09,2.582585607031679
17:09,2.5954037722028933
17:09,2.605932979307819
17:09,2.6141732283464565
17:09,2.6196667277055483
17:09,2.622321919062443
17:09,2.6203076359641093
17:09,2.6100531038271377
17:09,2.5893609229078924
17:09,2.562442776048343
17:09,2.5384544955136423
17:09,2.5220655557590184
17:09,2.5065006409082584
17:09,2.4784837941768907
17:09,2.433162424464384
17:09,2.376213147775133
17:09,2.317890496246109
17:09,2.2730269181468596
17:09,2.254257462003296
17:09,2.2667093938839042
17:09,2.305804797656107
17:09,2.3416956601355063
17:09,2.3323567112250503
17:09,2.260758102911555
17:09,2.130470609778429
17:09,1.9548617469327962
17:09,1.766343160593298
17:09,1.597967405237136
17:09,1.4701519868156014
17:09,1.4039553195385461
17:09,1.403772202893243
17:09,1.4332539827870354
17:09,1.449642922541659
17:09,1.4412195568577184
17:09,1.416407251419154
17:09,1.3872917048159679
17:09,1.3600988829884637
17:09,1.326405420252701
17:09,1.2780626258926937
17:09,1.2187328328145028
17:09,1.1577549899285846
17:09,1.1032777879509248
17:09,1.0593297930781909
17:09,1.0228895806628822
17:09,0.9800402856619667
17:09,0.9118293352865775
17:09,0.8251236037355796
17:09,0.7548068119392053
17:09,0.719099066105109
17:09,0.6998718183482878
17:09,0.6755173045229811
17:09,0.6438381248855521
17:09,0.610419337117744
17:09,0.5748947079289507
17:09,0.5338765793810657
17:09,0.4851675517304523
17:09,0.42821827504120125
17:09,0.36980406518952574
17:09,0.3252151620582311
17:09,0.3024171397180004
17:09,0.2960080571323933
17:09,0.2939022157114082
17:09,0.2841970335103461
17:09,0.2593847280717817
17:09,0.22102179088079107
17:09,0.17954587071964842
17:09,0.14777513275956786
17:09,0.13019593481047428
17:09,0.12195568577183666
17:09,0.11673686138069951
17:09,0.11298297015198681
17:09,0.11160959531221389
17:09,0.11408167002380516
17:09,0.12140633583592748
17:09,0.13138619300494414
17:09,0.1394433253982787
17:09,0.1438381248855521
17:09,0.14530305804797655
17:09,0.14493682475737044
17:09,0.1438381248855521
17:09,0.14392968320820362
17:09,0.14566929133858267
17:09,0.14685954953305255
17:09,0.14566929133858267
17:09,0.14310565830433986
17:09,0.14154916681926388
17:09,0.14118293352865777
17:09,0.13898553378502107
17:09,0.13138619300494414
17:09,0.11838491118842703
17:09,0.10391869620948545
17:09,0.0914667643288775
17:09,0.08249404870902766
17:09,0.07736678264054203
17:09,0.07462003296099616
17:09,0.07352133308917781
17:09,0.07681743270463286
17:09,0.08807910639077092
17:09,0.10465116279069768
17:09,0.1182933528657755
17:09,0.124610877128731
17:09,0.12625892693645852
17:09,0.1274491851309284
17:09,0.12946346822926205
17:09,0.13175242629555026
17:09,0.13413294268449003
17:09,0.1353232008789599
17:09,0.13422450100714156
17:09,0.13202710126350486
17:09,0.1296465848745651
17:09,0.12607581029115547
17:09,0.11920893609229079
17:09,0.10968687053653177
17:09,0.10227064640175793
17:09,0.10053103827137887
17:09,0.10300311298297016
17:09,0.10556674601721297
17:09,0.10520051272660685
17:09,0.10172129646584875
17:09,0.0971433803332723
17:09,0.0914667643288775
17:09,0.07874015748031496
17:09,0.04944149423182567
17:09,-0.0019227247756821095
17:09,-0.07278886650796558
17:09,-0.15281084050540195
17:09,-0.23393151437465665
17:09,-0.31184764695110784
17:09,-0.37969236403589085
17:09,-0.4387474821461271
17:09,-0.5040285661966672
17:09,-0.5869804065189526
17:09,-0.6797289873649515
17:09,-0.7678080937557223
17:09,-0.8493865592382348
17:09,-0.9267533418787768
17:09,-0.9962461087712873
17:09,-1.0590551181102361
17:09,-1.1216810108038822
17:09,-1.1892510529207105
17:09,-1.266892510529207
